Subset,Subset size,Features
KEGG_CITRATE_CYCLE_TCA_CYCLE,30,ENSG00000014641.13;ENSG00000062485.14;ENSG00000067829.14;ENSG00000073578.12;ENSG00000091140.8;ENSG00000091483.6;ENSG00000100412.11;ENSG00000101365.16;ENSG00000105953.10;ENSG00000117118.5;ENSG00000119689.10;ENSG00000122729.14;ENSG00000124253.9;ENSG00000131473.12;ENSG00000131828.9;ENSG00000136143.9;ENSG00000138413.9;ENSG00000143252.10;ENSG00000146701.7;ENSG00000150768.11;ENSG00000163541.7;ENSG00000166411.9;ENSG00000168291.8;ENSG00000172340.10;ENSG00000173599.9;ENSG00000182054.5;ENSG00000197444.5;ENSG00000204370.4;ENSG00000236349.1;ENSG00000255292.2
KEGG_RNA_POLYMERASE,30,ENSG00000005075.11;ENSG00000013503.5;ENSG00000047315.10;ENSG00000066379.10;ENSG00000068654.11;ENSG00000099817.7;ENSG00000100142.10;ENSG00000100413.12;ENSG00000102978.8;ENSG00000105258.4;ENSG00000113356.6;ENSG00000121851.8;ENSG00000125630.11;ENSG00000132664.7;ENSG00000137054.11;ENSG00000144231.6;ENSG00000147669.6;ENSG00000148606.8;ENSG00000161980.5;ENSG00000163882.5;ENSG00000168002.7;ENSG00000168255.14;ENSG00000168495.8;ENSG00000171453.13;ENSG00000177700.5;ENSG00000181222.10;ENSG00000186141.4;ENSG00000186184.11;ENSG00000228049.5;ENSG00000267645.1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,31,ENSG00000016391.6;ENSG00000023330.10;ENSG00000069535.12;ENSG00000091140.8;ENSG00000092621.7;ENSG00000100116.12;ENSG00000110887.3;ENSG00000113492.9;ENSG00000116761.7;ENSG00000123453.12;ENSG00000124713.5;ENSG00000130005.7;ENSG00000131471.2;ENSG00000131480.4;ENSG00000132837.10;ENSG00000135069.9;ENSG00000135094.6;ENSG00000145020.10;ENSG00000145692.10;ENSG00000146733.9;ENSG00000158578.14;ENSG00000160200.13;ENSG00000167720.8;ENSG00000168237.13;ENSG00000171766.11;ENSG00000172482.4;ENSG00000176974.13;ENSG00000178445.8;ENSG00000179761.7;ENSG00000182199.6;ENSG00000189221.5
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,32,ENSG00000021826.10;ENSG00000035687.9;ENSG00000070669.12;ENSG00000084774.9;ENSG00000104951.11;ENSG00000108381.6;ENSG00000112294.8;ENSG00000113492.9;ENSG00000114021.7;ENSG00000115419.8;ENSG00000120053.9;ENSG00000125166.8;ENSG00000126522.12;ENSG00000128059.4;ENSG00000128683.9;ENSG00000130707.13;ENSG00000131459.8;ENSG00000132744.3;ENSG00000135423.8;ENSG00000135821.12;ENSG00000136750.7;ENSG00000148672.7;ENSG00000159423.12;ENSG00000166123.9;ENSG00000167701.9;ENSG00000172482.4;ENSG00000182890.3;ENSG00000183044.7;ENSG00000185100.6;ENSG00000198380.8;ENSG00000203797.5;ENSG00000239900.7
KEGG_PROPANOATE_METABOLISM,32,ENSG00000072210.14;ENSG00000075239.9;ENSG00000076555.11;ENSG00000084754.6;ENSG00000103150.4;ENSG00000111058.3;ENSG00000111275.8;ENSG00000111716.8;ENSG00000113790.6;ENSG00000114054.9;ENSG00000117054.9;ENSG00000119711.8;ENSG00000120437.7;ENSG00000124370.6;ENSG00000127884.4;ENSG00000131069.15;ENSG00000132142.15;ENSG00000134333.9;ENSG00000136143.9;ENSG00000137124.6;ENSG00000143149.8;ENSG00000154930.10;ENSG00000163541.7;ENSG00000164904.11;ENSG00000166796.7;ENSG00000166800.5;ENSG00000171989.4;ENSG00000172340.10;ENSG00000175198.10;ENSG00000183044.7;ENSG00000198130.10;ENSG00000236349.1
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,33,ENSG00000003987.9;ENSG00000054148.13;ENSG00000063601.12;ENSG00000067057.12;ENSG00000085662.9;ENSG00000087053.14;ENSG00000100417.7;ENSG00000104522.11;ENSG00000109107.9;ENSG00000111669.10;ENSG00000112699.6;ENSG00000114268.7;ENSG00000123836.10;ENSG00000130957.4;ENSG00000136872.13;ENSG00000138030.8;ENSG00000139505.10;ENSG00000140263.9;ENSG00000140650.7;ENSG00000141959.12;ENSG00000144591.13;ENSG00000149925.12;ENSG00000152556.11;ENSG00000156515.17;ENSG00000158571.6;ENSG00000159399.5;ENSG00000160883.6;ENSG00000165140.5;ENSG00000170525.14;ENSG00000173540.8;ENSG00000178802.13;ENSG00000198074.5;ENSG00000254685.2
KEGG_BUTANOATE_METABOLISM,33,ENSG00000005187.7;ENSG00000072210.14;ENSG00000075239.9;ENSG00000081760.12;ENSG00000083720.8;ENSG00000084754.6;ENSG00000087299.7;ENSG00000111275.8;ENSG00000112294.8;ENSG00000112972.10;ENSG00000113790.6;ENSG00000117305.10;ENSG00000120437.7;ENSG00000122971.4;ENSG00000127884.4;ENSG00000128683.9;ENSG00000131828.9;ENSG00000134240.7;ENSG00000136750.7;ENSG00000137124.6;ENSG00000138796.11;ENSG00000143149.8;ENSG00000161267.7;ENSG00000164039.10;ENSG00000164904.11;ENSG00000166743.5;ENSG00000168291.8;ENSG00000183044.7;ENSG00000183549.6;ENSG00000183747.7;ENSG00000198074.5;ENSG00000198754.5;ENSG00000215009.5
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,34,ENSG00000038274.12;ENSG00000088305.14;ENSG00000099810.14;ENSG00000101444.8;ENSG00000102172.11;ENSG00000104951.11;ENSG00000107614.17;ENSG00000111716.8;ENSG00000116649.5;ENSG00000116761.7;ENSG00000116984.8;ENSG00000119772.12;ENSG00000120053.9;ENSG00000123505.10;ENSG00000125166.8;ENSG00000128309.12;ENSG00000129596.4;ENSG00000130816.10;ENSG00000134333.9;ENSG00000135094.6;ENSG00000142182.4;ENSG00000145293.10;ENSG00000145692.10;ENSG00000149089.8;ENSG00000151224.8;ENSG00000158467.12;ENSG00000160200.13;ENSG00000166796.7;ENSG00000166800.5;ENSG00000168710.13;ENSG00000168906.8;ENSG00000171989.4;ENSG00000182551.9;ENSG00000198650.6
KEGG_REGULATION_OF_AUTOPHAGY,34,ENSG00000034713.3;ENSG00000057663.8;ENSG00000078142.7;ENSG00000083290.15;ENSG00000101844.13;ENSG00000111537.4;ENSG00000120235.3;ENSG00000120242.3;ENSG00000125703.10;ENSG00000126581.8;ENSG00000130734.5;ENSG00000132356.7;ENSG00000137080.4;ENSG00000139112.6;ENSG00000140474.8;ENSG00000144848.6;ENSG00000145782.8;ENSG00000147873.4;ENSG00000147885.2;ENSG00000162409.6;ENSG00000168397.12;ENSG00000170296.5;ENSG00000177169.5;ENSG00000186803.3;ENSG00000188379.5;ENSG00000196455.3;ENSG00000197548.8;ENSG00000197919.3;ENSG00000214042.1;ENSG00000228083.1;ENSG00000233816.2;ENSG00000234829.2;ENSG00000236637.1;ENSG00000254647.2
KEGG_GRAFT_VERSUS_HOST_DISEASE,34,ENSG00000026103.15;ENSG00000100453.8;ENSG00000109471.4;ENSG00000111537.4;ENSG00000114013.11;ENSG00000115008.5;ENSG00000117560.6;ENSG00000121594.7;ENSG00000125538.7;ENSG00000134539.12;ENSG00000134545.9;ENSG00000136244.7;ENSG00000178562.13;ENSG00000179344.12;ENSG00000180644.6;ENSG00000196126.6;ENSG00000196735.7;ENSG00000198502.5;ENSG00000204252.8;ENSG00000204257.10;ENSG00000204287.9;ENSG00000204525.10;ENSG00000204592.5;ENSG00000204632.7;ENSG00000204642.9;ENSG00000206503.7;ENSG00000223865.6;ENSG00000231389.3;ENSG00000232810.3;ENSG00000234745.5;ENSG00000237541.3;ENSG00000241106.2;ENSG00000242574.4;ENSG00000243772.2
KEGG_BASAL_TRANSCRIPTION_FACTORS,34,ENSG00000006704.6;ENSG00000028839.5;ENSG00000064313.7;ENSG00000064995.12;ENSG00000077809.8;ENSG00000085231.9;ENSG00000102387.11;ENSG00000106290.10;ENSG00000110768.7;ENSG00000111358.9;ENSG00000112592.8;ENSG00000120656.7;ENSG00000125651.9;ENSG00000130699.12;ENSG00000135801.5;ENSG00000137947.7;ENSG00000140307.6;ENSG00000141384.7;ENSG00000145736.10;ENSG00000147133.11;ENSG00000148835.9;ENSG00000153767.5;ENSG00000162227.3;ENSG00000165417.7;ENSG00000166337.5;ENSG00000178913.5;ENSG00000182521.5;ENSG00000187325.4;ENSG00000188342.7;ENSG00000197265.4;ENSG00000197780.5;ENSG00000213780.6;ENSG00000242441.3;ENSG00000243244.1
KEGG_BASE_EXCISION_REPAIR,34,ENSG00000005156.7;ENSG00000041880.10;ENSG00000062822.8;ENSG00000065057.3;ENSG00000070501.7;ENSG00000073050.7;ENSG00000076248.6;ENSG00000077514.4;ENSG00000100479.8;ENSG00000100823.7;ENSG00000102699.5;ENSG00000103152.7;ENSG00000105486.9;ENSG00000106628.6;ENSG00000109674.3;ENSG00000114026.17;ENSG00000115350.7;ENSG00000123415.10;ENSG00000124097.7;ENSG00000129071.5;ENSG00000129484.9;ENSG00000132646.6;ENSG00000132781.13;ENSG00000139372.10;ENSG00000140398.9;ENSG00000143799.8;ENSG00000148229.8;ENSG00000154328.11;ENSG00000166169.12;ENSG00000168496.3;ENSG00000169188.4;ENSG00000175482.4;ENSG00000177084.12;ENSG00000189403.10
KEGG_PRION_DISEASES,34,ENSG00000010810.13;ENSG00000021852.8;ENSG00000039537.9;ENSG00000044574.7;ENSG00000072062.9;ENSG00000087088.15;ENSG00000100030.10;ENSG00000102882.7;ENSG00000106804.6;ENSG00000112936.14;ENSG00000113600.6;ENSG00000115008.5;ENSG00000120738.7;ENSG00000125538.7;ENSG00000126767.13;ENSG00000126934.9;ENSG00000135862.5;ENSG00000136244.7;ENSG00000142168.10;ENSG00000142875.15;ENSG00000148400.9;ENSG00000149294.12;ENSG00000154654.10;ENSG00000159189.7;ENSG00000161570.4;ENSG00000165059.5;ENSG00000168439.12;ENSG00000169032.5;ENSG00000171867.12;ENSG00000173369.11;ENSG00000173372.12;ENSG00000176919.7;ENSG00000183943.5;ENSG00000204389.8
KEGG_SPHINGOLIPID_METABOLISM,35,ENSG00000054983.12;ENSG00000063176.11;ENSG00000078124.7;ENSG00000090054.9;ENSG00000100299.13;ENSG00000100422.9;ENSG00000100596.2;ENSG00000102393.5;ENSG00000103056.7;ENSG00000104763.13;ENSG00000115488.3;ENSG00000118276.7;ENSG00000119537.11;ENSG00000126821.7;ENSG00000128242.8;ENSG00000135587.4;ENSG00000136699.15;ENSG00000143753.8;ENSG00000148154.5;ENSG00000162139.5;ENSG00000163082.9;ENSG00000164023.10;ENSG00000166224.12;ENSG00000166311.5;ENSG00000167769.4;ENSG00000168350.6;ENSG00000170266.11;ENSG00000174607.6;ENSG00000176170.9;ENSG00000177076.4;ENSG00000177628.11;ENSG00000188611.10;ENSG00000198964.9;ENSG00000204099.7;ENSG00000204386.6
KEGG_PRIMARY_IMMUNODEFICIENCY,35,ENSG00000010610.5;ENSG00000010671.11;ENSG00000064490.9;ENSG00000073009.8;ENSG00000076248.6;ENSG00000081237.14;ENSG00000095585.12;ENSG00000101017.9;ENSG00000102245.3;ENSG00000105369.5;ENSG00000105639.14;ENSG00000111732.6;ENSG00000115085.9;ENSG00000128322.6;ENSG00000133111.3;ENSG00000143390.13;ENSG00000147168.8;ENSG00000152457.13;ENSG00000153563.11;ENSG00000159958.3;ENSG00000160224.12;ENSG00000166349.5;ENSG00000167286.5;ENSG00000168394.9;ENSG00000168685.10;ENSG00000172116.17;ENSG00000175097.3;ENSG00000177455.7;ENSG00000179583.13;ENSG00000182866.12;ENSG00000196839.8;ENSG00000198851.5;ENSG00000204267.9;ENSG00000240505.4;ENSG00000250264.1
KEGG_ALLOGRAFT_REJECTION,35,ENSG00000026103.15;ENSG00000100453.8;ENSG00000101017.9;ENSG00000102245.3;ENSG00000109471.4;ENSG00000111537.4;ENSG00000113302.4;ENSG00000113520.6;ENSG00000113525.5;ENSG00000114013.11;ENSG00000117560.6;ENSG00000121594.7;ENSG00000136634.5;ENSG00000168811.2;ENSG00000178562.13;ENSG00000179344.12;ENSG00000180644.6;ENSG00000196126.6;ENSG00000196735.7;ENSG00000198502.5;ENSG00000204252.8;ENSG00000204257.10;ENSG00000204287.9;ENSG00000204525.10;ENSG00000204592.5;ENSG00000204632.7;ENSG00000204642.9;ENSG00000206503.7;ENSG00000223865.6;ENSG00000231389.3;ENSG00000232810.3;ENSG00000234745.5;ENSG00000237541.3;ENSG00000241106.2;ENSG00000242574.4
KEGG_DNA_REPLICATION,36,ENSG00000014138.4;ENSG00000035928.10;ENSG00000049541.6;ENSG00000062822.8;ENSG00000073111.9;ENSG00000076003.4;ENSG00000077514.4;ENSG00000100297.11;ENSG00000100479.8;ENSG00000101868.6;ENSG00000104738.12;ENSG00000104889.4;ENSG00000105486.9;ENSG00000106028.6;ENSG00000106399.7;ENSG00000106628.6;ENSG00000111445.9;ENSG00000112118.13;ENSG00000115350.7;ENSG00000117748.5;ENSG00000132383.7;ENSG00000132646.6;ENSG00000133119.8;ENSG00000136104.14;ENSG00000138346.10;ENSG00000146143.13;ENSG00000148229.8;ENSG00000163918.6;ENSG00000166508.13;ENSG00000168496.3;ENSG00000171865.5;ENSG00000172922.4;ENSG00000175482.4;ENSG00000177084.12;ENSG00000198056.9;ENSG00000204086.3
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,36,ENSG00000007001.8;ENSG00000021461.12;ENSG00000025708.8;ENSG00000100024.10;ENSG00000106258.9;ENSG00000106348.12;ENSG00000114491.9;ENSG00000125877.8;ENSG00000130717.8;ENSG00000137364.4;ENSG00000143179.8;ENSG00000147647.8;ENSG00000156006.4;ENSG00000156096.8;ENSG00000158825.5;ENSG00000159398.11;ENSG00000160868.10;ENSG00000160870.8;ENSG00000163655.11;ENSG00000165704.10;ENSG00000166548.11;ENSG00000167165.14;ENSG00000167900.7;ENSG00000169919.12;ENSG00000171234.9;ENSG00000171428.9;ENSG00000172831.7;ENSG00000173610.7;ENSG00000178035.7;ENSG00000183696.9;ENSG00000188641.8;ENSG00000197888.2;ENSG00000198077.6;ENSG00000198276.9;ENSG00000198848.8;ENSG00000255974.2
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,38,ENSG00000049245.8;ENSG00000053501.8;ENSG00000079950.9;ENSG00000092531.5;ENSG00000099365.5;ENSG00000099940.7;ENSG00000100568.6;ENSG00000103496.10;ENSG00000104915.10;ENSG00000105829.7;ENSG00000106089.7;ENSG00000106636.3;ENSG00000108433.11;ENSG00000108587.10;ENSG00000111450.9;ENSG00000113734.13;ENSG00000117533.10;ENSG00000117758.9;ENSG00000118640.6;ENSG00000124222.17;ENSG00000124333.10;ENSG00000132639.8;ENSG00000135604.9;ENSG00000135823.9;ENSG00000136874.6;ENSG00000139190.12;ENSG00000143740.10;ENSG00000151532.9;ENSG00000162236.7;ENSG00000166900.10;ENSG00000168818.5;ENSG00000168899.4;ENSG00000170310.10;ENSG00000171045.10;ENSG00000177951.13;ENSG00000178750.2;ENSG00000220205.4;ENSG00000223380.3
KEGG_STARCH_AND_SUCROSE_METABOLISM,38,ENSG00000068976.9;ENSG00000079739.11;ENSG00000090402.3;ENSG00000100504.12;ENSG00000100994.7;ENSG00000104812.10;ENSG00000105220.10;ENSG00000106633.11;ENSG00000109814.7;ENSG00000111713.2;ENSG00000114480.8;ENSG00000115652.10;ENSG00000118094.7;ENSG00000131482.5;ENSG00000152254.6;ENSG00000154269.10;ENSG00000156096.8;ENSG00000156515.17;ENSG00000159399.5;ENSG00000160883.6;ENSG00000162688.11;ENSG00000165434.6;ENSG00000167165.14;ENSG00000169299.9;ENSG00000169764.10;ENSG00000169919.12;ENSG00000171234.9;ENSG00000171298.8;ENSG00000173610.7;ENSG00000174876.12;ENSG00000197594.7;ENSG00000197888.2;ENSG00000214013.5;ENSG00000237763.5;ENSG00000240038.2;ENSG00000243480.3;ENSG00000249948.2;ENSG00000257335.4
KEGG_TRYPTOPHAN_METABOLISM,39,ENSG00000002726.15;ENSG00000069535.12;ENSG00000072210.14;ENSG00000075239.9;ENSG00000084754.6;ENSG00000104951.11;ENSG00000105607.8;ENSG00000105953.10;ENSG00000109576.9;ENSG00000111275.8;ENSG00000113790.6;ENSG00000115919.10;ENSG00000116874.7;ENSG00000117009.7;ENSG00000120437.7;ENSG00000121691.4;ENSG00000127884.4;ENSG00000129167.5;ENSG00000129673.5;ENSG00000131203.8;ENSG00000132437.13;ENSG00000137124.6;ENSG00000138061.7;ENSG00000138356.9;ENSG00000138796.11;ENSG00000139287.8;ENSG00000140105.13;ENSG00000140465.9;ENSG00000143149.8;ENSG00000151790.4;ENSG00000153086.9;ENSG00000162882.10;ENSG00000164904.11;ENSG00000183077.11;ENSG00000188676.9;ENSG00000189221.5;ENSG00000196433.7;ENSG00000197444.5;ENSG00000241644.2
KEGG_LYSINE_DEGRADATION,39,ENSG00000008311.10;ENSG00000072210.14;ENSG00000075239.9;ENSG00000083444.12;ENSG00000084754.6;ENSG00000099381.12;ENSG00000101945.12;ENSG00000104885.13;ENSG00000105607.8;ENSG00000105953.10;ENSG00000106397.7;ENSG00000109576.9;ENSG00000111275.8;ENSG00000113790.6;ENSG00000116539.6;ENSG00000119689.10;ENSG00000120437.7;ENSG00000127884.4;ENSG00000129151.4;ENSG00000136169.12;ENSG00000137124.6;ENSG00000138796.11;ENSG00000139718.6;ENSG00000143149.8;ENSG00000143379.8;ENSG00000145391.9;ENSG00000149313.6;ENSG00000152455.11;ENSG00000152952.7;ENSG00000157426.9;ENSG00000164904.11;ENSG00000165671.14;ENSG00000170364.8;ENSG00000179761.7;ENSG00000181090.13;ENSG00000181555.15;ENSG00000185973.6;ENSG00000197444.5;ENSG00000204371.7
KEGG_PYRUVATE_METABOLISM,39,ENSG00000014641.13;ENSG00000063854.8;ENSG00000065833.7;ENSG00000067225.13;ENSG00000072210.14;ENSG00000075239.9;ENSG00000076555.11;ENSG00000082212.7;ENSG00000085662.9;ENSG00000091140.8;ENSG00000100889.7;ENSG00000103253.13;ENSG00000111275.8;ENSG00000111716.8;ENSG00000119640.4;ENSG00000120437.7;ENSG00000124253.9;ENSG00000124767.6;ENSG00000131069.15;ENSG00000131828.9;ENSG00000132142.15;ENSG00000134333.9;ENSG00000137106.13;ENSG00000137124.6;ENSG00000143149.8;ENSG00000143627.13;ENSG00000146701.7;ENSG00000150768.11;ENSG00000151376.12;ENSG00000154930.10;ENSG00000164904.11;ENSG00000166796.7;ENSG00000166800.5;ENSG00000166816.9;ENSG00000168291.8;ENSG00000170634.8;ENSG00000171989.4;ENSG00000172497.4;ENSG00000173599.9
KEGG_STEROID_HORMONE_BIOSYNTHESIS,40,ENSG00000021461.12;ENSG00000025423.7;ENSG00000049319.2;ENSG00000086696.6;ENSG00000088002.7;ENSG00000093010.7;ENSG00000101846.6;ENSG00000106258.9;ENSG00000108786.6;ENSG00000109193.6;ENSG00000117594.5;ENSG00000122787.10;ENSG00000128039.6;ENSG00000130948.5;ENSG00000132196.9;ENSG00000137869.9;ENSG00000138061.7;ENSG00000140459.13;ENSG00000140465.9;ENSG00000145545.7;ENSG00000148795.5;ENSG00000149084.7;ENSG00000151632.12;ENSG00000156096.8;ENSG00000160868.10;ENSG00000160870.8;ENSG00000160882.7;ENSG00000167165.14;ENSG00000167910.3;ENSG00000171234.9;ENSG00000172817.3;ENSG00000173610.7;ENSG00000176387.6;ENSG00000187134.8;ENSG00000196139.7;ENSG00000197888.2;ENSG00000203857.5;ENSG00000203859.5;ENSG00000204228.3;ENSG00000231852.2
KEGG_TYROSINE_METABOLISM,40,ENSG00000006534.11;ENSG00000066651.13;ENSG00000069535.12;ENSG00000077498.8;ENSG00000080166.11;ENSG00000093010.7;ENSG00000100577.14;ENSG00000103876.7;ENSG00000104951.11;ENSG00000107165.8;ENSG00000108602.13;ENSG00000113924.7;ENSG00000114735.5;ENSG00000115705.16;ENSG00000120053.9;ENSG00000123454.6;ENSG00000125166.8;ENSG00000131471.2;ENSG00000131480.4;ENSG00000132437.13;ENSG00000132746.10;ENSG00000138356.9;ENSG00000141744.3;ENSG00000158104.7;ENSG00000165055.11;ENSG00000168806.6;ENSG00000172955.13;ENSG00000180176.10;ENSG00000184254.12;ENSG00000187758.3;ENSG00000189221.5;ENSG00000196344.7;ENSG00000196616.8;ENSG00000197894.6;ENSG00000198099.4;ENSG00000198650.6;ENSG00000205629.7;ENSG00000206562.7;ENSG00000240972.1;ENSG00000248144.1
KEGG_BLADDER_CANCER,40,ENSG00000007968.6;ENSG00000025708.8;ENSG00000035664.7;ENSG00000039068.14;ENSG00000068028.13;ENSG00000068078.13;ENSG00000078061.8;ENSG00000087245.8;ENSG00000100030.10;ENSG00000100784.5;ENSG00000100985.7;ENSG00000101412.9;ENSG00000102882.7;ENSG00000110092.3;ENSG00000112242.10;ENSG00000112715.16;ENSG00000119630.9;ENSG00000124762.9;ENSG00000126934.9;ENSG00000132155.7;ENSG00000133703.7;ENSG00000135446.12;ENSG00000135679.17;ENSG00000136997.10;ENSG00000137801.9;ENSG00000138798.7;ENSG00000139687.9;ENSG00000141510.11;ENSG00000141736.9;ENSG00000146648.11;ENSG00000147889.12;ENSG00000150630.2;ENSG00000157764.8;ENSG00000167657.7;ENSG00000169032.5;ENSG00000173511.5;ENSG00000174775.12;ENSG00000196611.4;ENSG00000196730.8;ENSG00000213281.4
KEGG_TYPE_I_DIABETES_MELLITUS,41,ENSG00000003147.13;ENSG00000026103.15;ENSG00000054356.9;ENSG00000100453.8;ENSG00000109471.4;ENSG00000109472.9;ENSG00000111537.4;ENSG00000113302.4;ENSG00000114013.11;ENSG00000115008.5;ENSG00000117560.6;ENSG00000121594.7;ENSG00000125538.7;ENSG00000128683.9;ENSG00000136750.7;ENSG00000144381.12;ENSG00000155093.13;ENSG00000168811.2;ENSG00000178562.13;ENSG00000179344.12;ENSG00000180644.6;ENSG00000196126.6;ENSG00000196735.7;ENSG00000198502.5;ENSG00000204252.8;ENSG00000204257.10;ENSG00000204287.9;ENSG00000204525.10;ENSG00000204592.5;ENSG00000204632.7;ENSG00000204642.9;ENSG00000206503.7;ENSG00000223865.6;ENSG00000226979.4;ENSG00000231389.3;ENSG00000232810.3;ENSG00000234745.5;ENSG00000237541.3;ENSG00000241106.2;ENSG00000242574.4;ENSG00000254647.2
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,41,ENSG00000011376.5;ENSG00000031698.8;ENSG00000065427.10;ENSG00000067704.8;ENSG00000090861.11;ENSG00000103356.11;ENSG00000103707.5;ENSG00000104835.10;ENSG00000106105.9;ENSG00000109618.7;ENSG00000110619.12;ENSG00000112855.10;ENSG00000113407.9;ENSG00000113643.4;ENSG00000115866.6;ENSG00000116120.8;ENSG00000116874.7;ENSG00000117593.8;ENSG00000124608.4;ENSG00000133706.13;ENSG00000134440.7;ENSG00000134684.6;ENSG00000134905.12;ENSG00000136628.13;ENSG00000137411.12;ENSG00000137513.5;ENSG00000139131.8;ENSG00000140105.13;ENSG00000143374.10;ENSG00000145982.7;ENSG00000146282.13;ENSG00000162396.5;ENSG00000166986.8;ENSG00000170445.8;ENSG00000172053.10;ENSG00000179115.6;ENSG00000179988.9;ENSG00000185418.11;ENSG00000196305.13;ENSG00000204394.8;ENSG00000247626.3
KEGG_FATTY_ACID_METABOLISM,42,ENSG00000060971.13;ENSG00000068366.15;ENSG00000072210.14;ENSG00000072778.15;ENSG00000075239.9;ENSG00000084754.6;ENSG00000087008.11;ENSG00000105607.8;ENSG00000110090.8;ENSG00000111275.8;ENSG00000113790.6;ENSG00000115361.3;ENSG00000117054.9;ENSG00000120437.7;ENSG00000122971.4;ENSG00000123983.9;ENSG00000127884.4;ENSG00000137124.6;ENSG00000138029.9;ENSG00000138796.11;ENSG00000143149.8;ENSG00000151726.9;ENSG00000157184.5;ENSG00000161533.7;ENSG00000162365.7;ENSG00000164398.8;ENSG00000164904.11;ENSG00000167315.13;ENSG00000167969.8;ENSG00000169169.10;ENSG00000172955.13;ENSG00000187048.8;ENSG00000187758.3;ENSG00000196177.8;ENSG00000196344.7;ENSG00000196616.8;ENSG00000197142.6;ENSG00000197894.6;ENSG00000198099.4;ENSG00000198721.8;ENSG00000205560.8;ENSG00000248144.1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,42,ENSG00000017427.11;ENSG00000018625.10;ENSG00000049759.12;ENSG00000051382.4;ENSG00000065054.9;ENSG00000069849.6;ENSG00000100030.10;ENSG00000102882.7;ENSG00000105409.11;ENSG00000105647.10;ENSG00000105851.6;ENSG00000111319.8;ENSG00000117461.10;ENSG00000117594.5;ENSG00000118515.7;ENSG00000121879.3;ENSG00000126583.6;ENSG00000129244.4;ENSG00000132681.12;ENSG00000133124.10;ENSG00000133703.7;ENSG00000137731.9;ENSG00000140992.14;ENSG00000141506.9;ENSG00000143153.8;ENSG00000145675.10;ENSG00000150201.10;ENSG00000151623.10;ENSG00000151704.11;ENSG00000154229.7;ENSG00000163399.11;ENSG00000166501.8;ENSG00000166828.2;ENSG00000168447.6;ENSG00000169047.5;ENSG00000171105.9;ENSG00000171608.11;ENSG00000175793.10;ENSG00000176387.6;ENSG00000185950.7;ENSG00000254647.2;ENSG00000268173.1
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,43,ENSG00000060566.9;ENSG00000072062.9;ENSG00000073969.14;ENSG00000077380.11;ENSG00000087460.19;ENSG00000088986.6;ENSG00000101200.5;ENSG00000103496.10;ENSG00000103769.5;ENSG00000104671.3;ENSG00000107175.6;ENSG00000108774.10;ENSG00000111348.4;ENSG00000118260.10;ENSG00000126895.9;ENSG00000132912.8;ENSG00000135720.8;ENSG00000138031.10;ENSG00000138036.14;ENSG00000141522.7;ENSG00000142875.15;ENSG00000143578.11;ENSG00000144566.6;ENSG00000144635.4;ENSG00000146592.12;ENSG00000157613.6;ENSG00000158560.10;ENSG00000162104.5;ENSG00000165059.5;ENSG00000165272.10;ENSG00000166847.5;ENSG00000171885.9;ENSG00000174233.7;ENSG00000175203.11;ENSG00000182158.10;ENSG00000183943.5;ENSG00000185236.7;ENSG00000187240.9;ENSG00000197102.6;ENSG00000204843.8;ENSG00000220205.4;ENSG00000255990.1;ENSG00000264364.2
KEGG_GLYCEROLIPID_METABOLISM,43,ENSG00000006530.11;ENSG00000026652.9;ENSG00000058866.10;ENSG00000062282.10;ENSG00000065357.15;ENSG00000072210.14;ENSG00000074416.9;ENSG00000077044.5;ENSG00000085662.9;ENSG00000100344.6;ENSG00000101670.7;ENSG00000102393.5;ENSG00000102780.12;ENSG00000111275.8;ENSG00000117448.9;ENSG00000119927.9;ENSG00000136267.9;ENSG00000137124.6;ENSG00000143149.8;ENSG00000143797.7;ENSG00000145214.9;ENSG00000147160.5;ENSG00000149091.11;ENSG00000153933.5;ENSG00000157680.11;ENSG00000160216.14;ENSG00000164904.11;ENSG00000165862.10;ENSG00000166035.6;ENSG00000168237.13;ENSG00000169692.8;ENSG00000170835.10;ENSG00000172197.9;ENSG00000172954.9;ENSG00000175445.10;ENSG00000175535.6;ENSG00000182333.10;ENSG00000185000.5;ENSG00000186281.8;ENSG00000187021.10;ENSG00000196475.4;ENSG00000198814.8;ENSG00000204310.6
